tax_sp_level,N,N_human_impacted,N_mines,N_impacted_total,AOO_all,AOO_left,nbe_occ_protected_area,AOO_without_impact,AOO_decline,Category_code_CA
Pseudosabicea mildbraedii,74,9,3,12,252,28,20,224,11.11111111111111,LC or NT
Pseudosabicea nobilis,27,0,0,0,84,0,3,84,0,LC or NT
Pseudosabicea pedicellata,4,0,0,0,12,0,2,12,0,LC or NT
Pseudosabicea proselyta,51,1,0,1,172,4,9,168,2.3255813953488373,LC or NT
Pseudosabicea sanguinosa,6,1,0,1,24,4,5,20,16.666666666666664,LC or NT
Pseudosabicea segregata,82,2,5,7,276,16,11,260,5.797101449275362,LC or NT
Pseudosabicea sthenula,23,0,0,0,84,0,2,84,0,LC or NT
Pseudosalacia streyi,1,1,0,1,4,4,0,0,100,CR
Pseudoselago serrata,2,1,0,1,8,4,0,4,50,EN
Pseudoselago spuria,1,0,0,0,4,0,0,4,0,LC or NT
Pseudosopubia hildebrandtii,4,0,0,0,16,0,0,16,0,LC or NT
Pseudosopubia obtusifolia,1,0,0,0,4,0,0,4,0,LC or NT
Pseudosopubia procumbens,2,0,0,0,8,0,0,8,0,LC or NT
Pseudospondias microcarpa,302,63,7,54,960,180,66,780,18.75,LC or NT
Pseudovigna argentea,7,0,0,0,28,0,0,28,0,LC or NT
Pseudovigna puerarioides,1,0,0,0,4,0,0,4,0,LC or NT
Pseudovigna sulaensis,5,4,1,4,16,12,0,4,75,EN
Psiadia incana,9,5,0,4,36,16,1,20,44.44444444444444,VU
Psiadia punctulata,43,7,1,8,148,32,14,116,21.62162162162162,LC or NT
Psilanthus ebracteolatus,49,25,7,17,156,52,18,104,33.33333333333333,VU
Psilocaulon coriarium,1,0,0,0,4,0,0,4,0,LC or NT
Psilocaulon dinteri,1,0,0,0,4,0,0,4,0,LC or NT
Psilocaulon junceum,1,0,0,0,4,0,0,4,0,LC or NT
Psilocaulon leptarthron,1,0,0,0,4,0,0,4,0,LC or NT
Psilocaulon subnodosum,2,0,0,0,8,0,0,8,0,LC or NT
Psilolemma jaegeri,5,0,0,0,16,0,3,16,0,LC or NT
Psilotrichum amplum,2,1,0,1,8,4,0,4,50,EN
Psilotrichum axilliflorum,21,16,0,6,40,16,11,24,40,VU
Psilotrichum cyathuloides,11,5,2,3,40,8,3,32,20,LC or NT
Psilotrichum elliottii,6,2,0,2,24,8,0,16,33.33333333333333,VU
Psilotrichum fallax,9,0,1,1,36,4,2,32,11.11111111111111,LC or NT
Psilotrichum gloveri,1,0,0,0,4,0,0,4,0,LC or NT
Psilotrichum gnaphalobryum,12,1,0,1,48,4,1,44,8.333333333333332,LC or NT
Psilotrichum majus,2,0,0,0,8,0,1,8,0,LC or NT
Psilotrichum schimperi,6,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Psilotrichum scleranthum,15,0,3,2,56,8,6,48,14.285714285714285,LC or NT
Psilotrichum sericeum,4,0,0,0,16,0,0,16,0,LC or NT
Psilotrichum tomentosum,3,0,0,0,12,0,0,12,0,LC or NT
Psilotrichum vollesenii,2,0,0,0,8,0,1,8,0,LC or NT
Psilotum triquetrum,47,7,3,10,176,36,9,140,20.454545454545457,LC or NT
Psophocarpus grandiflorus,22,17,1,18,48,32,0,16,66.66666666666666,EN
Psophocarpus lancifolius,22,7,3,10,56,16,1,40,28.57142857142857,LC or NT
Psophocarpus lecomtei,17,0,0,0,8,0,16,8,0,LC or NT
Psophocarpus lukafuensis,4,1,0,1,16,4,1,12,25,LC or NT
Psophocarpus monophyllus,3,1,0,1,12,4,0,8,33.33333333333333,VU
Psophocarpus obovalis,1,0,0,0,4,0,0,4,0,LC or NT
Psophocarpus palustris,54,14,1,12,208,48,4,160,23.076923076923077,LC or NT
Psophocarpus scandens,47,11,0,10,140,24,7,116,17.142857142857142,LC or NT
Psoralea aculeata,1,0,0,0,4,0,0,4,0,LC or NT
Psoralea affinis,2,0,0,0,8,0,0,8,0,LC or NT
Psoralea aphylla,2,0,0,0,8,0,0,8,0,LC or NT
Psoralea arborea,1,0,0,0,4,0,0,4,0,LC or NT
Psoralea axillaris,1,0,0,0,4,0,0,4,0,LC or NT
Psoralea candicans,1,0,0,0,4,0,0,4,0,LC or NT
Psoralea filifolia,1,0,0,0,4,0,0,4,0,LC or NT
Psoralea pinnata,3,0,0,0,8,0,0,8,0,LC or NT
Psoralea restioides,1,0,0,0,4,0,0,4,0,LC or NT
Psorospermum alternifolium,23,18,7,12,72,40,7,32,55.55555555555556,EN
Psorospermum aurantiacum,16,0,0,0,48,0,0,48,0,LC or NT
Psorospermum baumii,1,0,0,0,4,0,1,4,0,LC or NT
Psorospermum corymbiferum,40,4,0,4,156,16,9,140,10.256410256410255,LC or NT
Psorospermum densipunctatum,8,0,0,0,32,0,1,32,0,LC or NT
Psorospermum febrifugum,260,38,6,25,876,84,70,792,9.58904109589041,LC or NT
Psorospermum glaberrimum,28,3,2,4,108,16,3,92,14.814814814814813,LC or NT
Psorospermum lanatum,1,0,0,0,4,0,0,4,0,LC or NT
Psorospermum mechowii,26,0,0,0,80,0,1,80,0,LC or NT
Psorospermum membranaceum,62,7,0,7,176,28,5,148,15.909090909090908,LC or NT
Psorospermum senegalense,16,4,0,3,44,12,8,32,27.27272727272727,LC or NT
Psorospermum staudtii,27,5,0,3,96,8,11,88,8.333333333333332,LC or NT
Psorospermum tenuifolium,89,8,6,13,304,44,30,260,14.473684210526317,LC or NT
Psychotria abouabouensis,8,6,1,5,32,20,2,12,62.5,EN
Psychotria acutigemma,6,0,0,0,12,0,0,12,0,LC or NT
Psychotria alatipes,46,2,2,3,152,12,17,140,7.894736842105263,LC or NT
Psychotria albicaulis,11,6,1,5,40,16,4,24,40,VU
Psychotria alsophila,29,0,0,0,72,0,9,72,0,LC or NT
Psychotria altimontana,17,0,0,0,44,0,1,44,0,LC or NT
Psychotria amboniana,83,1,9,6,264,16,12,248,6.0606060606060606,LC or NT
Psychotria anetoclada,44,3,2,5,132,16,10,116,12.121212121212121,LC or NT
Psychotria ankasensis,6,1,0,1,20,4,7,16,20,LC or NT
Psychotria anthocleistifolia,22,0,1,1,80,4,2,76,5,LC or NT
Psychotria arborea,7,0,0,0,24,0,1,24,0,LC or NT
Psychotria arnoldiana,18,4,0,3,72,12,2,60,16.666666666666664,LC or NT
Psychotria articulata,237,33,0,29,660,76,40,584,11.515151515151516,LC or NT
Psychotria asterogramma,2,0,0,0,8,0,0,8,0,LC or NT
Psychotria auxopoda,22,6,0,3,64,8,5,56,12.5,LC or NT
Psychotria avakubiensis,69,7,0,3,228,12,15,216,5.263157894736842,LC or NT
Psychotria bagshawei,7,0,0,0,24,0,2,24,0,LC or NT
Psychotria bakossiensis,18,0,0,0,48,0,4,48,0,LC or NT
Psychotria baldwinii,2,2,1,2,8,8,0,0,100,CR
Psychotria basicordata,4,2,0,2,16,8,0,8,50,EN
Psychotria biaurita,37,23,12,13,116,44,18,72,37.93103448275862,VU
Psychotria bidentata,41,25,13,15,148,60,19,88,40.54054054054054,VU
Psychotria bifaria,74,8,5,7,244,20,25,224,8.19672131147541,LC or NT
Psychotria bilineata,2,0,0,0,8,0,0,8,0,LC or NT
Psychotria bimbiensis,15,0,0,0,28,0,4,28,0,LC or NT
Psychotria blydeniae,7,0,0,0,20,0,4,20,0,LC or NT
Psychotria brachyantha,73,13,3,4,196,16,21,180,8.16326530612245,LC or NT
Psychotria brachyanthoides,38,25,3,12,116,36,19,80,31.03448275862069,VU
Psychotria brachypus,20,0,0,0,80,0,2,80,0,LC or NT
Psychotria bracteosa,9,0,0,0,20,0,0,20,0,LC or NT
Psychotria brandneriana,16,1,0,1,56,4,2,52,7.142857142857142,LC or NT
Psychotria brassii,48,32,3,25,168,92,17,76,54.761904761904766,EN
Psychotria breteleri,26,1,0,1,84,4,9,80,4.761904761904762,LC or NT
Psychotria brevicaulis,13,0,0,0,28,0,6,28,0,LC or NT
Psychotria brevifissa,32,1,0,1,104,4,4,100,3.8461538461538463,LC or NT
Psychotria brevipaniculata,37,12,0,3,100,8,12,92,8,LC or NT
Psychotria brevipuberula,10,1,0,1,32,4,0,28,12.5,LC or NT
Psychotria brieyi,68,1,1,2,216,8,5,208,3.7037037037037033,LC or NT
Psychotria brucei,19,1,0,1,72,4,25,68,5.555555555555555,LC or NT
Psychotria bukaensis,7,2,0,2,20,4,0,16,20,LC or NT
Psychotria calceata,32,5,0,5,120,20,10,100,16.666666666666664,LC or NT
Psychotria callensii,20,1,0,1,68,4,3,64,5.88235294117647,LC or NT
Psychotria calva,300,89,21,54,840,148,72,692,17.61904761904762,LC or NT
Psychotria camptopus,57,2,0,2,176,8,10,168,4.545454545454546,LC or NT
Psychotria capensis,267,18,8,26,888,80,94,808,9.00900900900901,LC or NT
Psychotria castaneifolia,3,0,1,1,12,4,1,8,33.33333333333333,VU
Psychotria catetensis,44,19,0,12,128,40,12,88,31.25,VU
Psychotria ceratoloba,26,5,0,5,96,20,5,76,20.833333333333336,LC or NT
Psychotria chalconeura,48,11,0,3,132,12,11,120,9.090909090909092,LC or NT
Psychotria champluvierae,8,0,0,0,28,0,3,28,0,LC or NT
Psychotria cinerea,26,7,1,6,92,20,1,72,21.73913043478261,LC or NT
Psychotria clausa,65,11,1,12,240,36,16,204,15,LC or NT
Psychotria copeensis,5,4,0,4,20,16,1,4,80,CR
Psychotria cornuta,7,0,0,0,24,0,1,24,0,LC or NT
Psychotria crassipetala,17,3,0,3,40,4,5,36,10,LC or NT
Psychotria cryptogrammata,50,0,0,0,144,0,32,144,0,LC or NT
Psychotria crystallina,2,0,0,0,8,0,0,8,0,LC or NT
Psychotria cussetii,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria cyanopharynx,236,36,3,19,512,48,32,464,9.375,LC or NT
Psychotria cyathicalyx,49,1,1,0,128,0,44,128,0,LC or NT
Psychotria darwiniana,35,0,0,0,60,0,3,60,0,LC or NT
Psychotria degreefii,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria densinervia,40,7,0,7,140,28,11,112,20,LC or NT
Psychotria dermatophylla,87,3,1,4,260,16,13,244,6.153846153846154,LC or NT
Psychotria descoingsii,4,0,0,0,16,0,0,16,0,LC or NT
Psychotria desseinii,15,0,0,0,52,0,0,52,0,LC or NT
Psychotria dewildei,17,1,0,1,56,4,2,52,7.142857142857142,LC or NT
Psychotria diploneura,7,0,0,0,28,0,8,28,0,LC or NT
Psychotria diversinodula,2,0,0,0,8,0,2,8,0,LC or NT
Psychotria dorotheae,42,10,9,5,120,20,35,100,16.666666666666664,LC or NT
Psychotria droissartii,11,0,0,0,28,0,6,28,0,LC or NT
Psychotria duncanthomasii,10,0,0,0,40,0,8,40,0,LC or NT
Psychotria ealaensis,93,14,1,11,280,44,11,236,15.714285714285714,LC or NT
Psychotria ebensis,90,9,2,11,284,40,24,244,14.084507042253522,LC or NT
Psychotria elachistantha,20,0,1,1,44,4,18,40,9.090909090909092,LC or NT
Psychotria eladii,12,3,0,3,44,12,3,32,27.27272727272727,LC or NT
Psychotria elephantina,5,1,0,1,16,4,3,12,25,LC or NT
Psychotria eminiana,124,17,4,20,420,64,18,356,15.238095238095239,LC or NT
Psychotria evrardiana,8,1,0,1,32,4,1,28,12.5,LC or NT
Psychotria faucicola,63,1,11,10,184,16,28,168,8.695652173913043,LC or NT
Psychotria fernandopoensis,8,0,0,0,28,0,0,28,0,LC or NT
Psychotria fimbriatifolia,111,14,3,11,392,44,20,348,11.224489795918368,LC or NT
Psychotria flagelliflora,6,0,0,0,20,0,0,20,0,LC or NT
Psychotria foliosa,107,10,3,13,324,40,21,284,12.345679012345679,LC or NT
Psychotria fractinervata,12,0,0,0,44,0,7,44,0,LC or NT
Psychotria gabonica,94,32,8,22,300,76,27,224,25.333333333333336,LC or NT
Psychotria gaboonensis,2,0,0,0,4,0,0,4,0,LC or NT
Psychotria geophylax,36,0,0,0,88,0,10,88,0,LC or NT
Psychotria geoscopa,2,0,0,0,8,0,0,8,0,LC or NT
Psychotria gilletii,50,4,0,4,184,16,3,168,8.695652173913043,LC or NT
Psychotria globiceps,90,7,0,7,216,20,26,196,9.25925925925926,LC or NT
Psychotria globosa,73,3,2,4,248,16,24,232,6.451612903225806,LC or NT
Psychotria goetzei,157,3,3,3,388,4,79,384,1.0309278350515463,LC or NT
Psychotria gossweileri,13,1,0,1,32,4,0,28,12.5,LC or NT
Psychotria gracilicornis,9,0,1,0,36,0,1,36,0,LC or NT
Psychotria griseola,49,0,0,0,156,0,25,156,0,LC or NT
Psychotria grumilia,9,0,0,0,24,0,5,24,0,LC or NT
Psychotria guerkeana,12,0,0,0,16,0,10,16,0,LC or NT
Psychotria guerzeensis,48,38,2,22,148,84,19,64,56.75675675675676,EN
Psychotria guineensis,40,12,2,12,144,36,6,108,25,LC or NT
Psychotria hawthornei,2,2,0,2,8,8,0,0,100,CR
Psychotria hedraeocephala,15,1,0,1,56,4,6,52,7.142857142857142,LC or NT
Psychotria hemsleyi,8,0,0,0,16,0,7,16,0,LC or NT
Psychotria heterosticta,66,12,1,12,196,28,6,168,14.285714285714285,LC or NT
Psychotria hexamera,15,2,0,2,52,8,0,44,15.384615384615385,LC or NT
Psychotria holtzii,50,0,7,7,140,16,12,124,11.428571428571429,LC or NT
Psychotria humifera,8,0,0,0,28,0,0,28,0,LC or NT
Psychotria humilis,38,7,1,7,132,28,7,104,21.21212121212121,LC or NT
Psychotria hypsophila,208,27,11,22,712,64,37,648,8.98876404494382,LC or NT
Psychotria ingentifolia,18,6,0,6,60,16,0,44,26.666666666666668,LC or NT
Psychotria iringensis,5,0,0,0,20,0,5,20,0,LC or NT
Psychotria issembei,12,0,0,0,40,0,6,40,0,LC or NT
Psychotria ituriensis,84,26,0,10,204,36,26,168,17.647058823529413,LC or NT
Psychotria ivorensis,27,24,1,9,76,32,18,44,42.10526315789473,VU
Psychotria janssensii,2,0,0,0,8,0,0,8,0,LC or NT
Psychotria kikwitensis,23,5,0,0,56,0,6,56,0,LC or NT
Psychotria kimuenzae,94,2,0,2,204,8,0,196,3.9215686274509802,LC or NT
Psychotria kitsonii,1,1,0,1,4,4,0,0,100,CR
Psychotria klainei,13,0,0,0,28,0,0,28,0,LC or NT
Psychotria konguensis,54,8,1,9,192,32,6,160,16.666666666666664,LC or NT
Psychotria kribiensis,3,0,2,2,8,4,0,4,50,EN
Psychotria kupensis,25,3,0,3,80,12,4,68,15,LC or NT
Psychotria kwewonii,16,6,0,6,56,24,1,32,42.857142857142854,VU
Psychotria lagenocarpa,9,2,0,2,28,8,2,20,28.57142857142857,LC or NT
Psychotria lanceifolia,58,16,2,18,172,32,9,140,18.6046511627907,LC or NT
Psychotria laticalyx,6,0,0,0,24,0,2,24,0,LC or NT
Psychotria latistipula,184,16,2,17,576,64,22,512,11.11111111111111,LC or NT
Psychotria lauracea,86,0,2,2,244,8,40,236,3.278688524590164,LC or NT
Psychotria laurentii,53,5,0,5,156,16,6,140,10.256410256410255,LC or NT
Psychotria laxithyrsa,37,1,3,4,128,8,12,120,6.25,LC or NT
Psychotria le-testui,26,0,0,0,88,0,9,88,0,LC or NT
Psychotria lebrunii,18,3,0,2,56,4,7,52,7.142857142857142,LC or NT
Psychotria ledermannii,64,1,4,5,204,16,13,188,7.8431372549019605,LC or NT
Psychotria leeuwenbergiana,6,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Psychotria lehmbachii,27,0,0,0,76,0,2,76,0,LC or NT
Psychotria leptophylla,130,14,0,11,384,32,25,352,8.333333333333332,LC or NT
Psychotria letouzeyi,40,4,5,9,136,24,3,112,17.647058823529413,LC or NT
Psychotria leucopoda,46,0,2,2,148,8,13,140,5.405405405405405,LC or NT
Psychotria liberica,18,12,5,11,56,32,4,24,57.14285714285714,EN
Psychotria limba,14,7,4,6,48,24,4,24,50,EN
Psychotria linearisepala,33,3,0,3,92,8,7,84,8.695652173913043,LC or NT
Psychotria longicalyx,5,1,2,3,16,8,1,8,50,EN
Psychotria longituba,4,0,1,0,16,0,3,16,0,LC or NT
Psychotria lovettii,3,0,0,0,12,0,0,12,0,LC or NT
Psychotria lubutuensis,3,0,1,1,12,4,0,8,33.33333333333333,VU
Psychotria lucens,51,6,0,5,136,8,6,128,5.88235294117647,LC or NT
Psychotria maesenii,5,0,0,0,20,0,2,20,0,LC or NT
Psychotria maliensis,2,0,0,0,8,0,1,8,0,LC or NT
Psychotria mangenotii,23,6,2,6,84,24,7,60,28.57142857142857,LC or NT
Psychotria mannii,113,9,2,11,316,16,18,300,5.063291139240507,LC or NT
Psychotria marantifolia,4,1,0,1,16,4,0,12,25,LC or NT
Psychotria megalopus,34,0,0,0,116,0,19,116,0,LC or NT
Psychotria megistantha,20,3,1,4,56,12,17,44,21.428571428571427,LC or NT
Psychotria micheliae,10,5,0,5,40,20,0,20,50,EN
Psychotria micheliana,15,8,0,7,44,20,5,24,45.45454545454545,VU
Psychotria microthyrsa,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria mildbraedii,17,5,0,5,68,20,2,48,29.411764705882355,LC or NT
Psychotria miombicola,5,0,0,0,16,0,0,16,0,LC or NT
Psychotria molleri,6,0,0,0,24,0,4,24,0,LC or NT
Psychotria monensis,4,0,0,0,12,0,3,12,0,LC or NT
Psychotria moninensis,43,0,3,3,160,12,8,148,7.5,LC or NT
Psychotria mwinilungae,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria nigerica,20,0,0,0,68,0,14,68,0,LC or NT
Psychotria nigropunctata,135,8,1,4,240,16,15,224,6.666666666666667,LC or NT
Psychotria njumei,22,0,0,0,84,0,4,84,0,LC or NT
Psychotria nodiflora,17,9,0,4,44,12,5,32,27.27272727272727,LC or NT
Psychotria nubicola,7,0,0,0,24,0,4,24,0,LC or NT
Psychotria nzabii,8,0,0,0,24,0,0,24,0,LC or NT
Psychotria oblanceolata,16,0,0,0,52,0,1,52,0,LC or NT
Psychotria obovatifolia,8,2,0,1,32,4,1,28,12.5,LC or NT
Psychotria ombrophila,8,1,3,1,32,4,3,28,12.5,LC or NT
Psychotria onanae,6,0,0,0,24,0,3,24,0,LC or NT
Psychotria orophila,19,5,0,5,76,20,6,56,26.31578947368421,LC or NT
Psychotria pandurata,21,0,0,0,48,0,8,48,0,LC or NT
Psychotria parvistipulata,13,0,0,0,32,0,3,32,0,LC or NT
Psychotria patuloneura,17,10,0,9,68,36,2,32,52.94117647058824,EN
Psychotria peduncularis,264,52,12,50,868,152,60,716,17.51152073732719,LC or NT
Psychotria pendulothyrsa,13,1,0,1,52,4,4,48,7.6923076923076925,LC or NT
Psychotria peteri,20,1,1,1,36,4,10,32,11.11111111111111,LC or NT
Psychotria petiginosa,15,0,0,0,44,0,11,44,0,LC or NT
Psychotria petitii,16,0,0,0,40,0,0,40,0,LC or NT
Psychotria piolampra,8,0,0,0,28,0,2,28,0,LC or NT
Psychotria plantaginoidea,12,4,0,4,32,8,1,24,25,LC or NT
Psychotria pocsii,6,0,0,0,12,0,5,12,0,LC or NT
Psychotria podocarpa,15,0,0,0,48,0,6,48,0,LC or NT
Psychotria porphyroclada,26,0,0,0,68,0,7,68,0,LC or NT
Psychotria potanthera,68,1,0,0,124,0,9,124,0,LC or NT
Psychotria pseudoplatyphylla,39,5,1,4,80,8,11,72,10,LC or NT
Psychotria psychotrioides,161,41,12,28,548,108,51,440,19.708029197080293,LC or NT
Psychotria pteropus,8,5,0,4,24,8,2,16,33.33333333333333,VU
Psychotria pumila,64,9,1,5,232,16,9,216,6.896551724137931,LC or NT
Psychotria punctata,354,50,21,53,1084,144,60,940,13.284132841328415,LC or NT
Psychotria radicifera,41,1,1,2,152,8,8,144,5.263157894736842,LC or NT
Psychotria rambouensis,12,0,2,2,48,8,2,40,16.666666666666664,LC or NT
Psychotria raynaliorum,17,0,0,0,48,0,3,48,0,LC or NT
Psychotria recurva,6,0,0,0,20,0,3,20,0,LC or NT
Psychotria reitsmarum,12,0,0,0,36,0,4,36,0,LC or NT
Psychotria reptans,7,5,1,0,24,0,5,24,0,LC or NT
Psychotria retrorsipilis,4,0,0,0,4,0,0,4,0,LC or NT
Psychotria rhizomatosa,61,1,2,3,208,12,13,196,5.769230769230769,LC or NT
Psychotria rhynchodiscus,22,1,0,1,60,4,11,56,6.666666666666667,LC or NT
Psychotria rubriceps,3,2,0,2,12,8,0,4,66.66666666666666,EN
Psychotria rubriflora,4,0,0,0,16,0,2,16,0,LC or NT
Psychotria rubripilis,54,13,0,12,180,20,8,160,11.11111111111111,LC or NT
Psychotria rubristipulata,15,0,0,0,56,0,0,56,0,LC or NT
Psychotria rubropilosa,4,0,0,0,16,0,1,16,0,LC or NT
Psychotria rufipilis,46,31,13,24,156,72,14,84,46.15384615384615,VU
Psychotria saccata,26,1,0,1,80,4,2,76,5,LC or NT
Psychotria satabiei,16,2,0,2,56,8,2,48,14.285714285714285,LC or NT
Psychotria scheffleri,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria schliebenii,88,5,7,8,260,28,56,232,10.76923076923077,LC or NT
Psychotria schnellii,1,1,0,0,4,0,1,4,0,LC or NT
Psychotria schweinfurthii,108,31,0,16,296,40,33,256,13.513513513513514,LC or NT
Psychotria senterrei,16,0,0,0,44,0,2,44,0,LC or NT
Psychotria sitae,17,3,4,7,56,24,6,32,42.857142857142854,VU
Psychotria sofiana,37,5,0,5,132,20,1,112,15.151515151515152,LC or NT
Psychotria solfiana,68,11,0,11,212,36,16,176,16.9811320754717,LC or NT
Psychotria sonkeana,12,0,0,0,40,0,4,40,0,LC or NT
Psychotria spathacea,24,9,2,8,68,24,2,44,35.294117647058826,VU
Psychotria spathulifolia,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria spithamea,45,7,2,7,160,20,6,140,12.5,LC or NT
Psychotria stenostegia,57,4,2,6,180,16,12,164,8.88888888888889,LC or NT
Psychotria subglabra,15,9,5,3,52,12,11,40,23.076923076923077,LC or NT
Psychotria sublyrata,1,0,0,0,4,0,0,4,0,LC or NT
Psychotria subobliqua,104,26,1,21,292,80,19,212,27.397260273972602,LC or NT
Psychotria subpunctata,63,1,1,2,232,8,12,224,3.4482758620689653,LC or NT
Psychotria succulenta,112,12,2,14,368,36,9,332,9.782608695652174,LC or NT
Psychotria sycophylla,23,7,0,7,68,20,0,48,29.411764705882355,LC or NT
Psychotria synactica,6,0,0,0,20,0,0,20,0,LC or NT
Psychotria taedoumgii,3,0,0,0,12,0,1,12,0,LC or NT
Psychotria taitensis,5,0,0,0,12,0,0,12,0,LC or NT
Psychotria tanganyicensis,66,0,0,0,200,0,27,200,0,LC or NT
Psychotria tchoutoi,9,1,0,1,36,4,6,32,11.11111111111111,LC or NT
Psychotria tenuipetiolata,6,0,0,0,20,0,3,20,0,LC or NT
Psychotria tenuissima,13,1,2,3,48,12,2,36,25,LC or NT
Psychotria tetragonopus,8,2,0,2,16,8,4,8,50,EN
Psychotria thomensis,3,0,0,0,12,0,1,12,0,LC or NT
Psychotria thonneri,40,5,0,5,128,20,7,108,15.625,LC or NT
Psychotria torrenticola,4,2,0,2,8,4,0,4,50,EN
Psychotria triclada,21,0,0,0,60,0,7,60,0,LC or NT
Psychotria uapacifolia,9,0,0,0,32,0,0,32,0,LC or NT
Psychotria umbellifera,27,0,1,1,84,4,0,80,4.761904761904762,LC or NT
Psychotria usambarensis,23,0,0,0,64,0,11,64,0,LC or NT
Psychotria varians,59,11,0,10,184,28,12,156,15.217391304347828,LC or NT
Psychotria venosa,82,10,0,9,276,20,18,256,7.246376811594203,LC or NT
Psychotria verdcourtii,8,0,0,0,20,0,2,20,0,LC or NT
Psychotria villicarpa,9,0,0,0,32,0,3,32,0,LC or NT
Psychotria vogeliana,293,50,1,33,796,92,61,704,11.557788944723619,LC or NT
Psychotria voorhoevei,1,1,1,1,4,4,0,0,100,CR
Psychotria walikalensis,49,26,7,17,140,40,11,100,28.57142857142857,LC or NT
Psychotria wieringae,8,0,0,0,28,0,0,28,0,LC or NT
Psychotria yaoundensis,1,1,0,1,4,4,0,0,100,CR
Psychotria yapoensis,32,16,1,9,104,36,13,68,34.61538461538461,VU
Psychotria zombamontana,90,1,0,0,296,0,31,296,0,LC or NT
Psydrax acutiflora,50,8,1,6,172,12,16,160,6.976744186046512,LC or NT
Psydrax arnoldiana,36,10,1,8,124,32,5,92,25.806451612903224,LC or NT
Psydrax bridsoniana,5,0,0,0,20,0,1,20,0,LC or NT
Psydrax dunlapii,41,0,0,0,92,0,16,92,0,LC or NT
Psydrax faulknerae,52,1,7,4,160,16,13,144,10,LC or NT
Psydrax fragrantissima,3,1,0,1,12,4,0,8,33.33333333333333,VU
Psydrax gilletii,13,1,0,1,32,4,2,28,12.5,LC or NT
Psydrax horizontalis,92,38,10,31,320,100,23,220,31.25,VU
Psydrax kaessneri,24,1,0,1,96,4,8,92,4.166666666666666,LC or NT
Psydrax kibuwae,1,0,0,0,4,0,1,4,0,LC or NT
Psydrax kraussioides,46,8,6,5,160,8,20,152,5,LC or NT
Psydrax livida,93,16,0,16,308,52,17,256,16.883116883116884,LC or NT
Psydrax locuples,17,1,0,1,52,4,0,48,7.6923076923076925,LC or NT
Psydrax lynesii,5,5,0,5,8,8,0,0,100,CR
Psydrax manensis,10,6,2,2,32,8,6,24,25,LC or NT
Psydrax martinii,1,1,0,1,4,4,0,0,100,CR
Psydrax micans,15,1,1,1,60,4,3,56,6.666666666666667,LC or NT
Psydrax moandensis,20,0,0,0,56,0,1,56,0,LC or NT
Psydrax moggii,9,0,0,0,24,0,1,24,0,LC or NT
Psydrax mutimushii,12,0,1,1,44,4,1,40,9.090909090909092,LC or NT
Psydrax nigricans,2,0,0,0,4,0,0,4,0,LC or NT
Psydrax obovata,5,0,0,0,20,0,0,20,0,LC or NT
Psydrax palma,40,2,0,2,136,8,3,128,5.88235294117647,LC or NT
Psydrax parviflora,136,31,6,23,432,76,34,356,17.59259259259259,LC or NT
Psydrax polhillii,22,0,4,0,72,0,14,72,0,LC or NT
Psydrax recurvifolia,19,0,2,1,60,4,3,56,6.666666666666667,LC or NT
Psydrax richardsiae,4,1,0,1,12,4,1,8,33.33333333333333,VU
Psydrax robertsoniae,8,0,1,1,24,4,1,20,16.666666666666664,LC or NT
Psydrax sanguinolenta,5,2,0,2,20,8,1,12,40,VU
Psydrax schimperiana,73,25,2,27,244,96,14,148,39.34426229508197,VU
Psydrax shuguriensis,1,0,0,0,4,0,0,4,0,LC or NT
Psydrax splendens,9,0,0,0,36,0,2,36,0,LC or NT
Psydrax subcordata,105,32,5,26,376,88,21,288,23.404255319148938,LC or NT
Psydrax vulgaris,7,2,0,1,28,4,1,24,14.285714285714285,LC or NT
Psydrax welwitschii,7,1,0,0,28,0,4,28,0,LC or NT
Psydrax whitei,3,0,0,0,12,0,0,12,0,LC or NT
Ptaeroxylon obliquum,10,2,1,2,32,8,0,24,25,LC or NT
Pteleopsis anisoptera,16,1,0,0,60,0,5,60,0,LC or NT
Pteleopsis apetala,7,1,0,0,24,0,4,24,0,LC or NT
Pteleopsis diptera,38,1,0,1,60,4,1,56,6.666666666666667,LC or NT
Pteleopsis habeensis,17,1,0,1,28,4,10,24,14.285714285714285,LC or NT
Pteleopsis hylodendron,54,10,2,6,168,20,21,148,11.904761904761903,LC or NT
Pteleopsis myrtifolia,79,4,4,7,264,28,12,236,10.606060606060606,LC or NT
Pteleopsis pteleopsoides,3,0,0,0,12,0,0,12,0,LC or NT
Pteleopsis suberosa,27,9,0,8,96,32,6,64,33.33333333333333,VU
Pteleopsis tetraptera,25,0,5,3,88,8,5,80,9.090909090909092,LC or NT
Pteridium aquilinum,191,41,7,40,716,148,32,568,20.670391061452513,LC or NT
Pteris abyssinica,5,4,0,4,20,16,0,4,80,CR
Pteris atrovirens,70,22,5,22,252,76,15,176,30.158730158730158,VU
